"","params","iteration","train_loss","val_accuracy","val_loss","val_f1","val_precision","val_recall"
"400","{'dropout': 0.034644949469343225, 'hidden_units': 64, 'learning_rate': 0.0084111342400411, 'optimizer': 'Adam', 'use_batch_norm': True}",17,1.592,0.8486,1.7091,0.8496,0.8559,0.8486
"401","{'dropout': 0.007101046691403429, 'hidden_units': 512, 'learning_rate': 0.0011166897486857277, 'optimizer': 'RMSprop', 'use_batch_norm': True}",23,1.5685,0.8641,1.7056,0.8641,0.8679,0.8641
"402","{'dropout': 0.07060483705359069, 'hidden_units': 512, 'learning_rate': 0.0012658168746863977, 'optimizer': 'Adam', 'use_batch_norm': True}",24,1.5675,0.8724,1.6915,0.8724,0.8733,0.8724
"403","{'dropout': 0.08699311801317063, 'hidden_units': 512, 'learning_rate': 0.001469432155787891, 'optimizer': 'Adam', 'use_batch_norm': True}",17,1.5725,0.8591,1.6962,0.8616,0.87,0.8591
"404","{'dropout': 0.05784663954511356, 'hidden_units': 512, 'learning_rate': 0.0011860883344610097, 'optimizer': 'Adam', 'use_batch_norm': True}",19,1.5681,0.8602,1.69,0.8627,0.869,0.8602
"405","{'dropout': 0.10520007465064919, 'hidden_units': 512, 'learning_rate': 0.0013585539527580465, 'optimizer': 'Adam', 'use_batch_norm': True}",23,1.5678,0.8697,1.7004,0.8686,0.8695,0.8697
"406","{'dropout': 0.07666105620190405, 'hidden_units': 512, 'learning_rate': 0.0010336877417676073, 'optimizer': 'Adam', 'use_batch_norm': True}",23,1.5659,0.8702,1.6969,0.8705,0.8739,0.8702
"407","{'dropout': 0.11932636154510395, 'hidden_units': 512, 'learning_rate': 0.0016461801810943415, 'optimizer': 'Adam', 'use_batch_norm': True}",15,1.5736,0.8425,1.698,0.8473,0.8651,0.8425
"408","{'dropout': 0.04788558730888788, 'hidden_units': 512, 'learning_rate': 0.0012358803268171731, 'optimizer': 'Adam', 'use_batch_norm': True}",23,1.5663,0.8747,1.6936,0.8742,0.8759,0.8747
"409","{'dropout': 0.06463703425210973, 'hidden_units': 512, 'learning_rate': 0.0014502183336897172, 'optimizer': 'Adam', 'use_batch_norm': True}",21,1.5676,0.8713,1.6869,0.8727,0.8763,0.8713
"410","{'dropout': 0.02845015459735934, 'hidden_units': 512, 'learning_rate': 0.0014547156293661498, 'optimizer': 'Adam', 'use_batch_norm': True}",13,1.5753,0.8702,1.6959,0.8691,0.8697,0.8702
"411","{'dropout': 0.038459909408882886, 'hidden_units': 512, 'learning_rate': 0.0010973048042061595, 'optimizer': 'Adam', 'use_batch_norm': True}",18,1.5676,0.8663,1.6913,0.8672,0.8703,0.8663
"412","{'dropout': 0.019190061452268835, 'hidden_units': 512, 'learning_rate': 0.001636193803197722, 'optimizer': 'Adam', 'use_batch_norm': True}",24,1.5646,0.8724,1.6867,0.8733,0.8764,0.8724
"413","{'dropout': 0.010420015379885357, 'hidden_units': 512, 'learning_rate': 0.0010000334086107405, 'optimizer': 'Adam', 'use_batch_norm': True}",23,1.5659,0.8719,1.6912,0.8723,0.8752,0.8719
"414","{'dropout': 0.02004205068657302, 'hidden_units': 512, 'learning_rate': 0.0011661707827046225, 'optimizer': 'Adam', 'use_batch_norm': True}",21,1.568,0.8669,1.7006,0.8689,0.8734,0.8669
"415","{'dropout': 0.0055977539283424745, 'hidden_units': 512, 'learning_rate': 0.0013829425872552115, 'optimizer': 'Adam', 'use_batch_norm': True}",21,1.5654,0.8796,1.69,0.8801,0.8826,0.8796
"416","{'dropout': 0.01894587880343014, 'hidden_units': 512, 'learning_rate': 0.0012635078033708445, 'optimizer': 'Adam', 'use_batch_norm': True}",19,1.5671,0.8669,1.6993,0.8682,0.8727,0.8669
"417","{'dropout': 0.0012783629347697199, 'hidden_units': 512, 'learning_rate': 0.001529370346585277, 'optimizer': 'Adam', 'use_batch_norm': True}",21,1.5668,0.8674,1.6899,0.8685,0.872,0.8674
"418","{'dropout': 0.00026476407594887286, 'hidden_units': 512, 'learning_rate': 0.0016504528362448095, 'optimizer': 'Adam', 'use_batch_norm': True}",21,1.5648,0.8741,1.6913,0.8743,0.8765,0.8741
"419","{'dropout': 0.03197715533370971, 'hidden_units': 512, 'learning_rate': 0.001045907139020978, 'optimizer': 'Adam', 'use_batch_norm': True}",24,1.5635,0.8686,1.6909,0.87,0.8749,0.8686
"420","{'dropout': 0.012846106595078541, 'hidden_units': 512, 'learning_rate': 0.0014350698978934772, 'optimizer': 'Adam', 'use_batch_norm': True}",23,1.5647,0.8763,1.6834,0.8773,0.8803,0.8763
"421","{'dropout': 0.050011281402158714, 'hidden_units': 512, 'learning_rate': 0.0017302935042967165, 'optimizer': 'Adam', 'use_batch_norm': True}",22,1.5674,0.8774,1.6859,0.878,0.8802,0.8774
"422","{'dropout': 0.014120578209690699, 'hidden_units': 512, 'learning_rate': 0.0017631849908815833, 'optimizer': 'Adam', 'use_batch_norm': True}",16,1.5694,0.8785,1.6922,0.8785,0.8792,0.8785
"423","{'dropout': 0.04205117587979107, 'hidden_units': 512, 'learning_rate': 0.0019386858132440618, 'optimizer': 'Adam', 'use_batch_norm': True}",7,1.5989,0.8619,1.7081,0.8625,0.8684,0.8619
"424","{'dropout': 0.028909456767168506, 'hidden_units': 512, 'learning_rate': 0.001617620688853606, 'optimizer': 'Adam', 'use_batch_norm': True}",7,1.5963,0.8514,1.6991,0.8534,0.8628,0.8514
"425","{'dropout': 0.05168883708054059, 'hidden_units': 512, 'learning_rate': 0.0018750640599578137, 'optimizer': 'Adam', 'use_batch_norm': True}",24,1.5685,0.8691,1.6951,0.8713,0.8779,0.8691
"426","{'dropout': 0.0389170066644934, 'hidden_units': 512, 'learning_rate': 0.002073562504402007, 'optimizer': 'Adam', 'use_batch_norm': True}",18,1.5727,0.8419,1.7042,0.8455,0.8583,0.8419
"427","{'dropout': 0.024282462424471924, 'hidden_units': 512, 'learning_rate': 0.0023028989473929343, 'optimizer': 'Adam', 'use_batch_norm': True}",24,1.5658,0.8713,1.6979,0.87,0.8731,0.8713
"428","{'dropout': 0.0005143541193862594, 'hidden_units': 128, 'learning_rate': 0.0013066742589531684, 'optimizer': 'Adam', 'use_batch_norm': True}",18,1.5781,0.8575,1.7117,0.8588,0.865,0.8575
"429","{'dropout': 0.011371388162597793, 'hidden_units': 512, 'learning_rate': 0.0015466521787354606, 'optimizer': 'Adam', 'use_batch_norm': True}",20,1.5687,0.8669,1.6905,0.8672,0.8714,0.8669
"430","{'dropout': 0.05434825556584099, 'hidden_units': 512, 'learning_rate': 0.0017919655499306873, 'optimizer': 'Adam', 'use_batch_norm': True}",15,1.5732,0.873,1.6887,0.8736,0.8749,0.873
"431","{'dropout': 0.044877373766303165, 'hidden_units': 256, 'learning_rate': 0.0014140179118504437, 'optimizer': 'Adam', 'use_batch_norm': True}",5,1.6214,0.8702,1.7004,0.8715,0.8771,0.8702
"432","{'dropout': 0.06989303629100803, 'hidden_units': 512, 'learning_rate': 0.0010002591443487683, 'optimizer': 'Adam', 'use_batch_norm': True}",21,1.5673,0.8785,1.689,0.8788,0.8797,0.8785
"433","{'dropout': 0.018040359945206044, 'hidden_units': 512, 'learning_rate': 0.0017183534401954967, 'optimizer': 'Adam', 'use_batch_norm': True}",24,1.5656,0.873,1.6935,0.8727,0.8741,0.873
"434","{'dropout': 0.02906615723905756, 'hidden_units': 64, 'learning_rate': 0.0011504755084296894, 'optimizer': 'Adam', 'use_batch_norm': True}",12,1.6131,0.8541,1.7086,0.857,0.8643,0.8541
"435","{'dropout': 0.05871542132835523, 'hidden_units': 512, 'learning_rate': 0.0021757314500263658, 'optimizer': 'Adam', 'use_batch_norm': False}",20,1.7994,0.7831,1.8478,0.7439,0.7122,0.7831
"436","{'dropout': 0.08241606377355493, 'hidden_units': 512, 'learning_rate': 0.001600344812948627, 'optimizer': 'Adam', 'use_batch_norm': True}",20,1.5694,0.8708,1.6888,0.872,0.8799,0.8708
"437","{'dropout': 0.010985186575499496, 'hidden_units': 512, 'learning_rate': 0.0012296033702247722, 'optimizer': 'Adam', 'use_batch_norm': True}",23,1.564,0.8741,1.6937,0.874,0.8767,0.8741
"438","{'dropout': 0.30884680179715596, 'hidden_units': 128, 'learning_rate': 0.001348302889662734, 'optimizer': 'Adam', 'use_batch_norm': True}",20,1.6018,0.8619,1.7106,0.8615,0.8638,0.8619
"439","{'dropout': 0.040531516443727905, 'hidden_units': 512, 'learning_rate': 0.0019234659734403694, 'optimizer': 'RMSprop', 'use_batch_norm': True}",24,1.5727,0.863,1.6924,0.8651,0.8717,0.863
"440","{'dropout': 0.06218201739454848, 'hidden_units': 512, 'learning_rate': 0.0010962729719026494, 'optimizer': 'Adam', 'use_batch_norm': True}",24,1.5642,0.8763,1.6923,0.8769,0.8802,0.8763
"441","{'dropout': 0.021188191626617746, 'hidden_units': 256, 'learning_rate': 0.0014937202583168465, 'optimizer': 'Adam', 'use_batch_norm': True}",21,1.5693,0.868,1.7053,0.8686,0.8729,0.868
"442","{'dropout': 0.048826695118534644, 'hidden_units': 512, 'learning_rate': 0.0020046069065334745, 'optimizer': 'Adam', 'use_batch_norm': True}",18,1.5713,0.8408,1.7076,0.844,0.8541,0.8408
"443","{'dropout': 0.03363803822033308, 'hidden_units': 512, 'learning_rate': 0.0013016113999542549, 'optimizer': 'Adam', 'use_batch_norm': False}",18,1.6207,0.8608,1.695,0.8626,0.869,0.8608
"444","{'dropout': 0.0002588678489181609, 'hidden_units': 64, 'learning_rate': 0.009356013109356064, 'optimizer': 'Adam', 'use_batch_norm': True}",23,1.5764,0.8602,1.6985,0.8613,0.8675,0.8602
"445","{'dropout': 0.3319348664772578, 'hidden_units': 512, 'learning_rate': 0.0017246317275016571, 'optimizer': 'Adam', 'use_batch_norm': True}",17,1.5844,0.8602,1.6955,0.8609,0.8681,0.8602
"446","{'dropout': 0.07228808075319523, 'hidden_units': 512, 'learning_rate': 0.001435510010040001, 'optimizer': 'Adam', 'use_batch_norm': True}",22,1.5661,0.8708,1.6963,0.8711,0.8744,0.8708
"447","{'dropout': 0.09357208206919788, 'hidden_units': 512, 'learning_rate': 0.0011814338787274246, 'optimizer': 'RMSprop', 'use_batch_norm': True}",19,1.5763,0.8719,1.701,0.8715,0.8734,0.8719
"448","{'dropout': 0.0017731833674335742, 'hidden_units': 128, 'learning_rate': 0.0010010315873068224, 'optimizer': 'Adam', 'use_batch_norm': True}",10,1.6049,0.8591,1.7039,0.8596,0.8651,0.8591
"449","{'dropout': 0.08225378012830832, 'hidden_units': 512, 'learning_rate': 0.0018257953204882283, 'optimizer': 'Adam', 'use_batch_norm': True}",18,1.5704,0.8686,1.6987,0.8688,0.871,0.8686
"450","{'dropout': 0.011802466933207325, 'hidden_units': 512, 'learning_rate': 0.0010814810897468387, 'optimizer': 'Adam', 'use_batch_norm': True}",24,1.5637,0.8747,1.6925,0.8746,0.8758,0.8747
"451","{'dropout': 0.0637156271457419, 'hidden_units': 256, 'learning_rate': 0.001597065469042351, 'optimizer': 'Adam', 'use_batch_norm': False}",15,1.6247,0.8686,1.6934,0.868,0.8693,0.8686
"452","{'dropout': 0.34813272376067494, 'hidden_units': 512, 'learning_rate': 0.002338816959804931, 'optimizer': 'Adam', 'use_batch_norm': True}",24,1.5789,0.8564,1.6996,0.8568,0.8604,0.8564
"453","{'dropout': 0.28523275017562966, 'hidden_units': 512, 'learning_rate': 0.001363066008402215, 'optimizer': 'Adam', 'use_batch_norm': True}",11,1.5922,0.8613,1.6992,0.8629,0.8715,0.8613
"454","{'dropout': 0.03486627680061872, 'hidden_units': 64, 'learning_rate': 0.0020969071825789267, 'optimizer': 'Adam', 'use_batch_norm': True}",24,1.5813,0.8641,1.7045,0.8631,0.8686,0.8641
"455","{'dropout': 0.023372827276679834, 'hidden_units': 512, 'learning_rate': 0.017721060702528466, 'optimizer': 'RMSprop', 'use_batch_norm': True}",24,1.8822,0.6994,1.9191,0.6336,0.5999,0.6994
"456","{'dropout': 0.05165218698641547, 'hidden_units': 512, 'learning_rate': 0.0012264806099914689, 'optimizer': 'Adam', 'use_batch_norm': True}",23,1.5653,0.8741,1.6857,0.8747,0.877,0.8741
"457","{'dropout': 0.048669521211854326, 'hidden_units': 512, 'learning_rate': 0.001132099498450696, 'optimizer': 'Adam', 'use_batch_norm': True}",21,1.565,0.873,1.69,0.8736,0.8775,0.873
"458","{'dropout': 0.025197536986264108, 'hidden_units': 128, 'learning_rate': 0.0016933027604047529, 'optimizer': 'Adam', 'use_batch_norm': True}",23,1.5711,0.8514,1.7074,0.8531,0.8605,0.8514
"459","{'dropout': 0.009754824166762786, 'hidden_units': 512, 'learning_rate': 0.001238443863386889, 'optimizer': 'Adam', 'use_batch_norm': False}",19,1.6125,0.8647,1.6917,0.8656,0.8691,0.8647
"460","{'dropout': 0.49860586566838627, 'hidden_units': 512, 'learning_rate': 0.0014997777006428294, 'optimizer': 'Adam', 'use_batch_norm': True}",22,1.5876,0.8636,1.6968,0.8643,0.8675,0.8636
"461","{'dropout': 0.05467596594006278, 'hidden_units': 256, 'learning_rate': 0.0013233829012860808, 'optimizer': 'Adam', 'use_batch_norm': True}",21,1.5691,0.8691,1.6937,0.8685,0.8705,0.8691
"462","{'dropout': 0.07453821347408349, 'hidden_units': 512, 'learning_rate': 0.002233003821684454, 'optimizer': 'Adam', 'use_batch_norm': True}",4,1.6228,0.8519,1.7056,0.8542,0.8672,0.8519
"463","{'dropout': 0.0007472184372148399, 'hidden_units': 512, 'learning_rate': 0.001049219008853366, 'optimizer': 'RMSprop', 'use_batch_norm': True}",24,1.5673,0.8641,1.6946,0.8652,0.8694,0.8641
"464","{'dropout': 0.042499563456081156, 'hidden_units': 64, 'learning_rate': 0.0014075567431780349, 'optimizer': 'Adam', 'use_batch_norm': True}",23,1.5854,0.8591,1.7071,0.859,0.8623,0.8591
"465","{'dropout': 5.886130191564906e-05, 'hidden_units': 512, 'learning_rate': 0.0018791878307632126, 'optimizer': 'Adam', 'use_batch_norm': True}",16,1.5698,0.8686,1.6897,0.8695,0.8726,0.8686
"466","{'dropout': 0.058522921913545134, 'hidden_units': 512, 'learning_rate': 0.0015802169230956728, 'optimizer': 'Adam', 'use_batch_norm': True}",22,1.5662,0.858,1.6985,0.8601,0.8689,0.858
"467","{'dropout': 0.03451210703751288, 'hidden_units': 512, 'learning_rate': 0.0012001737690357024, 'optimizer': 'Adam', 'use_batch_norm': False}",23,1.6146,0.8625,1.6972,0.8619,0.8636,0.8625
"468","{'dropout': 0.016787695536126093, 'hidden_units': 128, 'learning_rate': 0.0017608087171276316, 'optimizer': 'Adam', 'use_batch_norm': True}",13,1.5872,0.8663,1.6964,0.8676,0.8717,0.8663
"469","{'dropout': 0.06757247651696963, 'hidden_units': 512, 'learning_rate': 0.0011169913040488257, 'optimizer': 'Adam', 'use_batch_norm': True}",22,1.5653,0.8663,1.691,0.8686,0.8734,0.8663
"470","{'dropout': 0.09212942067494778, 'hidden_units': 512, 'learning_rate': 0.002730067582437309, 'optimizer': 'Adam', 'use_batch_norm': True}",22,1.5718,0.8625,1.6953,0.8643,0.8724,0.8625
"471","{'dropout': 0.030277257444680572, 'hidden_units': 256, 'learning_rate': 0.002047554621345674, 'optimizer': 'RMSprop', 'use_batch_norm': True}",14,1.582,0.8536,1.7081,0.8541,0.8639,0.8536
"472","{'dropout': 0.46968984169318573, 'hidden_units': 512, 'learning_rate': 0.001287579423139384, 'optimizer': 'Adam', 'use_batch_norm': True}",13,1.5988,0.8597,1.6982,0.8618,0.8693,0.8597
"473","{'dropout': 5.7671174483575616e-05, 'hidden_units': 512, 'learning_rate': 0.0015014574812055822, 'optimizer': 'Adam', 'use_batch_norm': True}",24,1.565,0.8708,1.6945,0.8717,0.8741,0.8708
"474","{'dropout': 0.43501363286397343, 'hidden_units': 512, 'learning_rate': 0.0016590628654937103, 'optimizer': 'Adam', 'use_batch_norm': True}",17,1.5885,0.8597,1.7001,0.8596,0.8656,0.8597
"475","{'dropout': 0.046708082461828254, 'hidden_units': 64, 'learning_rate': 0.002407352263548265, 'optimizer': 'Adam', 'use_batch_norm': True}",19,1.5858,0.8564,1.7117,0.8572,0.8632,0.8564
"476","{'dropout': 0.011968150524553474, 'hidden_units': 512, 'learning_rate': 0.0014005433588253863, 'optimizer': 'Adam', 'use_batch_norm': False}",18,1.6307,0.8669,1.692,0.8668,0.8703,0.8669
"477","{'dropout': 0.0994648115978964, 'hidden_units': 512, 'learning_rate': 0.0011820142588229016, 'optimizer': 'Adam', 'use_batch_norm': True}",22,1.5643,0.873,1.6938,0.8739,0.877,0.873
"478","{'dropout': 0.053589868207834714, 'hidden_units': 128, 'learning_rate': 0.001000019267802675, 'optimizer': 'Adam', 'use_batch_norm': True}",24,1.5752,0.8652,1.7012,0.8664,0.8707,0.8652
"479","{'dropout': 0.07781558399112237, 'hidden_units': 512, 'learning_rate': 0.0018910872830739435, 'optimizer': 'RMSprop', 'use_batch_norm': True}",18,1.5764,0.863,1.696,0.8647,0.8712,0.863
"480","{'dropout': 0.027604042590349976, 'hidden_units': 512, 'learning_rate': 0.0015716491149286448, 'optimizer': 'Adam', 'use_batch_norm': True}",23,1.5674,0.858,1.6988,0.8607,0.8702,0.858
"481","{'dropout': 0.08749644011357476, 'hidden_units': 256, 'learning_rate': 0.0010702278163139951, 'optimizer': 'Adam', 'use_batch_norm': True}",20,1.5727,0.8663,1.6986,0.867,0.8701,0.8663
"482","{'dropout': 0.0401448811076798, 'hidden_units': 512, 'learning_rate': 0.001974262580674172, 'optimizer': 'Adam', 'use_batch_norm': True}",9,1.587,0.8724,1.6955,0.8727,0.8767,0.8724
"483","{'dropout': 0.020902592673630514, 'hidden_units': 512, 'learning_rate': 0.001307377116439992, 'optimizer': 'Adam', 'use_batch_norm': False}",19,1.6289,0.8597,1.6908,0.8619,0.868,0.8597
"484","{'dropout': 0.06260872068446469, 'hidden_units': 512, 'learning_rate': 0.0014338560099461624, 'optimizer': 'Adam', 'use_batch_norm': True}",24,1.5637,0.8702,1.6946,0.8702,0.8727,0.8702
"485","{'dropout': 3.600233006828546e-05, 'hidden_units': 64, 'learning_rate': 0.002183464600924416, 'optimizer': 'Adam', 'use_batch_norm': True}",24,1.5789,0.8541,1.7014,0.8565,0.8633,0.8541
"486","{'dropout': 0.07601144279967664, 'hidden_units': 512, 'learning_rate': 0.0026230795270573127, 'optimizer': 'Adam', 'use_batch_norm': True}",22,1.5715,0.8625,1.698,0.8624,0.8687,0.8625
"487","{'dropout': 0.010776911612708008, 'hidden_units': 512, 'learning_rate': 0.0017861188890722112, 'optimizer': 'RMSprop', 'use_batch_norm': True}",6,1.6057,0.8625,1.7041,0.8617,0.8649,0.8625
"488","{'dropout': 0.034335414388153275, 'hidden_units': 128, 'learning_rate': 0.001147853873774484, 'optimizer': 'Adam', 'use_batch_norm': True}",18,1.5785,0.8525,1.7031,0.8553,0.8619,0.8525
"489","{'dropout': 0.06823200200334903, 'hidden_units': 512, 'learning_rate': 0.0012299473395596685, 'optimizer': 'Adam', 'use_batch_norm': True}",20,1.5676,0.8735,1.6913,0.874,0.8761,0.8735
"490","{'dropout': 0.047260749686778375, 'hidden_units': 512, 'learning_rate': 0.0016207883718260356, 'optimizer': 'Adam', 'use_batch_norm': True}",24,1.5654,0.8708,1.6996,0.8712,0.874,0.8708
"491","{'dropout': 0.10709356188483678, 'hidden_units': 256, 'learning_rate': 0.0010534266181257304, 'optimizer': 'Adam', 'use_batch_norm': False}",18,1.6206,0.8686,1.6952,0.8693,0.871,0.8686
"492","{'dropout': 0.01698152282076911, 'hidden_units': 512, 'learning_rate': 0.0015050206659230328, 'optimizer': 'Adam', 'use_batch_norm': True}",24,1.5685,0.8785,1.6918,0.8785,0.8792,0.8785
"493","{'dropout': 0.057193767595360906, 'hidden_units': 512, 'learning_rate': 0.0013637885061609718, 'optimizer': 'Adam', 'use_batch_norm': True}",14,1.5739,0.8708,1.6918,0.8725,0.88,0.8708
"494","{'dropout': 0.08066902401172188, 'hidden_units': 512, 'learning_rate': 0.0016887987077373518, 'optimizer': 'Adam', 'use_batch_norm': True}",22,1.5679,0.8719,1.6908,0.8719,0.8757,0.8719
"495","{'dropout': 0.0380948504249607, 'hidden_units': 64, 'learning_rate': 0.0010011662843973645, 'optimizer': 'RMSprop', 'use_batch_norm': True}",22,1.5897,0.8436,1.7142,0.8465,0.8557,0.8436
"496","{'dropout': 0.09271601295019469, 'hidden_units': 512, 'learning_rate': 0.0019998502067764615, 'optimizer': 'Adam', 'use_batch_norm': True}",20,1.5724,0.8686,1.6903,0.8688,0.8736,0.8686
"497","{'dropout': 0.0235286237796294, 'hidden_units': 512, 'learning_rate': 0.0011180785855964682, 'optimizer': 'Adam', 'use_batch_norm': True}",15,1.5726,0.8569,1.6949,0.8581,0.8654,0.8569
"498","{'dropout': 0.11403421912904527, 'hidden_units': 128, 'learning_rate': 0.0024764520129014066, 'optimizer': 'Adam', 'use_batch_norm': True}",23,1.5774,0.8719,1.6893,0.8729,0.8758,0.8719
"499","{'dropout': 0.00969695440865495, 'hidden_units': 512, 'learning_rate': 0.0012615525698341603, 'optimizer': 'Adam', 'use_batch_norm': False}",21,1.6117,0.8663,1.6961,0.8664,0.8696,0.8663
"500","{'dropout': 0.05279370762601202, 'hidden_units': 512, 'learning_rate': 0.0018337958967492491, 'optimizer': 'Adam', 'use_batch_norm': True}",19,1.5677,0.8658,1.6951,0.8668,0.8731,0.8658
